,CPU_A,RAM_A,CPU_B,RAM_B,CPU_C,RAM_C
9687,0.6,0.8,0.63,0.5,0.7,0.5
9688,0.23,0.3,0.69,0.7,0.3,0.7
9689,0.5,0.6,0.67,0.6,0.26,0.4
9690,0.84,0.6,0.69,0.8,0.58,0.4
9691,0.38,0.6,0.44,0.6,0.9,0.6
9692,0.23,0.4,0.36,0.7,0.38,0.6
9693,0.47,0.6,0.93,0.7,0.87,0.4
9694,0.21,0.3,0.28,0.3,0.33,0.8
9695,0.28,0.5,0.28,0.6,0.64,0.6
9696,0.15,0.4,0.49,0.6,0.26,0.3
9697,0.35,0.6,0.58,0.5,0.58,0.4
9698,0.56,0.5,0.91,0.7,0.44,0.8
9699,0.59,0.4,0.61,0.6,0.69,0.5
9700,0.18,0.5,0.88,0.4,0.3,0.4
9701,0.37,0.8,0.69,0.6,0.4,0.4
9702,0.91,0.3,0.45,0.5,0.83,0.6
9703,0.94,0.7,0.41,0.3,0.19,0.6
9704,0.63,0.5,0.44,0.4,0.48,0.4
9705,0.8,0.3,0.34,0.4,0.65,0.5
9706,0.13,0.7,0.75,0.4,0.36,0.7
9707,0.65,0.7,0.17,0.8,0.4,0.4
9708,0.59,0.4,0.45,0.8,0.79,0.4
9709,0.71,0.7,0.39,0.4,0.88,0.4
9710,0.8,0.3,0.92,0.5,0.16,0.4
9711,0.33,0.6,0.36,0.7,0.83,0.4
9712,0.69,0.5,0.63,0.5,0.36,0.5
9713,0.13,0.8,0.72,0.3,0.18,0.5
9714,0.22,0.6,0.5,0.3,0.56,0.4
9715,0.66,0.7,0.52,0.5,0.3,0.3
9716,0.55,0.6,0.68,0.8,0.79,0.4
9717,0.77,0.6,0.15,0.8,0.93,0.7
9718,0.56,0.6,0.53,0.7,0.67,0.4
9719,0.14,0.4,0.34,0.6,0.25,0.5
9720,0.68,0.5,0.44,0.4,0.44,0.5
9721,0.59,0.4,0.8,0.7,0.4,0.7
9722,0.52,0.7,0.67,0.8,0.55,0.4
9723,0.29,0.8,0.14,0.5,0.33,0.7
9724,0.92,0.5,0.3,0.7,0.55,0.8
9725,0.15,0.5,0.66,0.4,0.89,0.8
9726,0.19,0.7,0.44,0.8,0.9,0.8
9727,0.67,0.5,0.24,0.4,0.24,0.8
9728,0.56,0.4,0.4,0.5,0.73,0.4
9729,0.33,0.6,0.21,0.5,0.37,0.5
9730,0.21,0.3,0.46,0.4,0.57,0.8
9731,0.19,0.6,0.51,0.8,0.16,0.6
9732,0.54,0.4,0.9,0.6,0.68,0.4
9733,0.13,0.4,0.92,0.8,0.55,0.5
9734,0.55,0.4,0.35,0.5,0.32,0.8
9735,0.45,0.5,0.77,0.6,0.77,0.8
9736,0.59,0.4,0.82,0.3,0.66,0.3
9737,0.35,0.4,0.5,0.7,0.5,0.5
9738,0.4,0.5,0.97,0.6,0.6,0.6
9739,0.59,0.7,0.1,0.7,0.42,0.7
9740,0.32,0.7,0.2,0.4,0.59,0.7
9741,0.87,0.5,0.65,0.5,0.45,0.8
9742,0.89,0.6,0.58,0.6,0.24,0.7
9743,0.83,0.4,0.89,0.4,0.63,0.3
9744,0.19,0.6,0.87,0.8,0.59,0.3
9745,0.66,0.5,0.71,0.7,0.96,0.7
9746,0.14,0.4,0.82,0.5,0.28,0.5
9747,0.92,0.8,0.41,0.4,0.63,0.5
9748,0.44,0.4,0.82,0.8,0.93,0.7
9749,0.96,0.5,0.63,0.6,0.39,0.5
9750,0.51,0.5,0.63,0.6,0.81,0.5
9751,0.35,0.5,0.74,0.6,0.64,0.7
9752,0.31,0.5,0.34,0.3,0.65,0.3
9753,0.6,0.5,0.45,0.5,0.13,0.5
9754,0.5,0.4,0.18,0.5,0.16,0.5
9755,0.18,0.6,0.31,0.6,0.35,0.4
9756,0.7,0.3,0.64,0.6,0.44,0.7
9757,0.85,0.8,0.21,0.6,0.3,0.4
9758,0.35,0.6,0.86,0.7,0.1,0.3
9759,0.58,0.5,0.7,0.7,0.51,0.7
9760,0.11,0.5,0.45,0.7,0.59,0.4
9761,0.45,0.6,0.83,0.5,0.56,0.8
9762,0.49,0.3,0.79,0.7,0.84,0.5
9763,0.8,0.6,0.83,0.5,0.28,0.4
9764,0.97,0.4,0.22,0.3,0.81,0.6
9765,0.5,0.7,0.6,0.7,0.63,0.5
9766,0.59,0.6,0.85,0.7,0.93,0.5
9767,0.37,0.6,0.21,0.8,0.48,0.8
9768,0.74,0.4,0.4,0.6,0.48,0.7
9769,0.31,0.4,0.42,0.6,0.17,0.5
9770,0.21,0.7,0.47,0.4,0.23,0.5
9771,0.47,0.7,0.8,0.5,0.62,0.7
9772,0.49,0.7,0.53,0.3,0.62,0.5
9773,0.91,0.6,0.18,0.4,0.76,0.7
9774,0.4,0.3,0.85,0.6,0.61,0.6
9775,0.32,0.5,0.47,0.5,0.6,0.4
9776,0.64,0.7,0.35,0.4,0.49,0.7
9777,0.76,0.4,0.88,0.7,0.56,0.5
9778,0.91,0.5,0.59,0.7,0.91,0.4
9779,0.48,0.5,0.31,0.7,0.52,0.7
9780,0.61,0.3,0.41,0.5,0.87,0.5
9781,0.22,0.7,0.11,0.4,0.35,0.8
9782,0.6,0.5,0.47,0.6,0.33,0.3
9783,0.66,0.5,0.47,0.7,0.16,0.5
9784,0.18,0.3,0.91,0.4,0.95,0.5
9785,0.63,0.6,0.5,0.6,0.13,0.5
9786,0.34,0.6,0.33,0.3,0.74,0.6
9787,0.73,0.4,0.76,0.5,0.55,0.5
9788,0.58,0.4,0.6,0.6,0.21,0.6
9789,0.35,0.6,0.52,0.4,0.82,0.7
9790,0.59,0.6,0.5,0.5,0.62,0.5
9791,0.79,0.5,0.71,0.7,0.14,0.3
9792,0.68,0.4,0.15,0.5,0.61,0.4
9793,0.64,0.4,0.74,0.6,0.35,0.4
9794,0.28,0.6,0.41,0.7,0.81,0.7
9795,0.38,0.3,0.96,0.4,0.58,0.3
9796,0.26,0.4,0.44,0.7,0.28,0.6
9797,0.36,0.7,0.83,0.6,0.84,0.7
9798,0.88,0.7,0.45,0.5,0.88,0.4
9799,0.29,0.6,0.3,0.7,0.58,0.6
9800,0.86,0.5,0.16,0.5,0.72,0.7
9801,0.4,0.8,0.82,0.5,0.22,0.7
9802,0.42,0.8,0.42,0.8,0.65,0.4
9803,0.44,0.7,0.37,0.5,0.29,0.5
9804,0.47,0.8,0.43,0.3,0.61,0.6
9805,0.79,0.7,0.88,0.4,0.54,0.6
9806,0.9,0.4,0.2,0.4,0.14,0.4
9807,0.31,0.7,0.22,0.7,0.83,0.6
9808,0.7,0.5,0.38,0.5,0.4,0.7
9809,0.42,0.4,0.8,0.5,0.16,0.3
9810,0.69,0.4,0.64,0.4,0.65,0.5
9811,0.32,0.3,0.85,0.4,0.18,0.5
9812,0.44,0.3,0.94,0.4,0.83,0.7
9813,0.15,0.7,0.67,0.5,0.43,0.5
9814,0.52,0.4,0.93,0.5,0.4,0.4
9815,0.94,0.6,0.15,0.7,0.19,0.5
9816,0.26,0.7,0.39,0.6,0.52,0.4
9817,0.54,0.5,0.95,0.7,0.86,0.5
9818,0.1,0.4,0.84,0.6,0.49,0.4
9819,0.39,0.7,0.54,0.7,0.52,0.3
9820,0.68,0.4,0.44,0.5,0.22,0.8
9821,0.27,0.5,0.7,0.5,0.31,0.4
9822,0.54,0.4,0.49,0.8,0.35,0.7
9823,0.6,0.6,0.71,0.6,0.57,0.4
9824,0.7,0.4,0.87,0.8,0.37,0.8
9825,0.73,0.7,0.51,0.4,0.86,0.8
9826,0.5,0.6,0.44,0.5,0.36,0.5
9827,0.57,0.7,0.37,0.7,0.64,0.4
9828,0.8,0.4,0.59,0.7,0.22,0.8
9829,0.35,0.5,0.4,0.5,0.65,0.6
9830,0.77,0.4,0.82,0.6,0.92,0.4
9831,0.19,0.6,0.1,0.6,0.61,0.5
9832,0.36,0.5,0.52,0.5,0.57,0.4
9833,0.69,0.3,0.61,0.7,0.74,0.3
9834,0.82,0.7,0.35,0.8,0.45,0.7
9835,0.92,0.6,0.27,0.5,0.72,0.4
9836,0.6,0.5,0.34,0.7,0.84,0.8
9837,0.57,0.6,0.15,0.7,0.87,0.7
9838,0.71,0.5,0.65,0.5,0.16,0.7
9839,0.34,0.4,0.97,0.8,0.48,0.5
9840,0.96,0.7,0.32,0.3,0.27,0.7
9841,0.56,0.7,0.11,0.5,0.11,0.8
9842,0.83,0.4,0.49,0.6,0.89,0.7
9843,0.49,0.7,0.7,0.3,0.1,0.5
9844,0.4,0.6,0.55,0.5,0.89,0.4
9845,0.58,0.4,0.42,0.3,0.95,0.7
9846,0.36,0.8,0.58,0.4,0.65,0.6
9847,0.81,0.5,0.45,0.6,0.7,0.5
9848,0.36,0.7,0.34,0.7,0.66,0.4
9849,0.82,0.5,0.61,0.6,0.18,0.4
9850,0.91,0.7,0.84,0.6,0.16,0.4
9851,0.22,0.7,0.39,0.3,0.59,0.6
9852,0.58,0.4,0.13,0.4,0.9,0.5
9853,0.49,0.7,0.79,0.6,0.23,0.4
9854,0.64,0.5,0.85,0.4,0.27,0.5
9855,0.84,0.4,0.29,0.6,0.63,0.5
9856,0.33,0.6,0.17,0.7,0.94,0.6
9857,0.68,0.4,0.96,0.7,0.22,0.7
9858,0.69,0.6,0.87,0.4,0.79,0.8
9859,0.11,0.3,0.53,0.3,0.12,0.3
9860,0.73,0.5,0.53,0.6,0.69,0.3
9861,0.14,0.3,0.43,0.7,0.88,0.7
9862,0.44,0.8,0.73,0.4,0.77,0.7
9863,0.44,0.3,0.95,0.4,0.35,0.7
9864,0.63,0.4,0.55,0.4,0.31,0.3
9865,0.66,0.6,0.62,0.6,0.74,0.8
9866,0.8,0.6,0.86,0.8,0.71,0.5
9867,0.6,0.5,0.76,0.6,0.63,0.3
9868,0.17,0.4,0.8,0.7,0.72,0.4
9869,0.62,0.6,0.94,0.6,0.17,0.6
9870,0.13,0.5,0.82,0.7,0.61,0.6
9871,0.93,0.5,0.32,0.3,0.25,0.3
9872,0.39,0.6,0.72,0.6,0.87,0.8
9873,0.16,0.4,0.34,0.6,0.77,0.7
9874,0.75,0.8,0.39,0.4,0.44,0.6
9875,0.68,0.7,0.16,0.4,0.2,0.6
9876,0.75,0.6,0.6,0.5,0.19,0.5
9877,0.24,0.7,0.19,0.5,0.56,0.4
9878,0.75,0.7,0.73,0.4,0.73,0.5
9879,0.47,0.5,0.57,0.5,0.47,0.5
9880,0.34,0.4,0.53,0.7,0.11,0.4
9881,0.82,0.5,0.17,0.8,0.78,0.5
9882,0.6,0.5,0.28,0.7,0.83,0.7
9883,0.51,0.7,0.19,0.5,0.64,0.7
9884,0.12,0.4,0.41,0.4,0.34,0.8
9885,0.9,0.5,0.26,0.6,0.41,0.6
9886,0.15,0.5,0.87,0.3,0.11,0.4
9887,0.61,0.5,0.88,0.4,0.89,0.7
9888,0.4,0.7,0.77,0.3,0.38,0.7
9889,0.31,0.8,0.16,0.8,0.57,0.4
9890,0.71,0.7,0.6,0.6,0.65,0.3
9891,0.19,0.4,0.22,0.5,0.8,0.5
9892,0.88,0.5,0.61,0.6,0.66,0.6
9893,0.52,0.7,0.23,0.6,0.52,0.6
9894,0.47,0.4,0.1,0.4,0.47,0.3
9895,0.11,0.4,0.66,0.4,0.73,0.4
9896,0.58,0.7,0.94,0.6,0.6,0.8
9897,0.52,0.3,0.54,0.6,0.71,0.7
9898,0.6,0.6,0.48,0.7,0.7,0.3
9899,0.19,0.5,0.83,0.3,0.17,0.5
9900,0.91,0.5,0.24,0.6,0.55,0.3
9901,0.79,0.6,0.67,0.5,0.57,0.6
9902,0.72,0.4,0.32,0.7,0.36,0.6
9903,0.19,0.8,0.35,0.8,0.43,0.3
9904,0.54,0.8,0.46,0.5,0.73,0.6
9905,0.3,0.6,0.33,0.4,0.65,0.4
9906,0.65,0.7,0.16,0.4,0.89,0.5
9907,0.86,0.4,0.38,0.5,0.77,0.5
9908,0.65,0.7,0.96,0.5,0.26,0.8
9909,0.17,0.8,0.18,0.8,0.57,0.8
9910,0.26,0.4,0.18,0.7,0.12,0.7
9911,0.6,0.6,0.64,0.7,0.56,0.7
9912,0.41,0.8,0.68,0.8,0.3,0.4
9913,0.21,0.8,0.76,0.7,0.27,0.6
9914,0.23,0.4,0.21,0.4,0.37,0.5
9915,0.11,0.7,0.86,0.8,0.78,0.5
9916,0.15,0.7,0.64,0.7,0.21,0.8
9917,0.72,0.5,0.91,0.6,0.53,0.8
9918,0.83,0.8,0.86,0.5,0.43,0.8
9919,0.52,0.6,0.83,0.5,0.72,0.7
9920,0.18,0.7,0.12,0.5,0.72,0.6
9921,0.76,0.4,0.49,0.5,0.15,0.6
9922,0.87,0.5,0.34,0.7,0.87,0.5
9923,0.7,0.5,0.34,0.6,0.91,0.7
9924,0.86,0.7,0.58,0.6,0.61,0.6
9925,0.94,0.4,0.2,0.3,0.63,0.3
9926,0.37,0.8,0.2,0.6,0.54,0.6
9927,0.55,0.7,0.67,0.6,0.33,0.5
9928,0.3,0.6,0.34,0.3,0.5,0.5
9929,0.35,0.7,0.33,0.5,0.84,0.6
9930,0.28,0.4,0.47,0.8,0.22,0.4
9931,0.9,0.5,0.47,0.7,0.41,0.3
9932,0.61,0.7,0.2,0.5,0.11,0.5
9933,0.62,0.4,0.53,0.8,0.13,0.6
9934,0.8,0.4,0.88,0.6,0.47,0.6
9935,0.93,0.3,0.1,0.5,0.17,0.4
9936,0.68,0.4,0.3,0.5,0.24,0.8
9937,0.9,0.7,0.79,0.6,0.61,0.4
9938,0.18,0.4,0.68,0.5,0.42,0.6
9939,0.69,0.4,0.43,0.8,0.1,0.7
9940,0.81,0.8,0.5,0.6,0.93,0.6
9941,0.71,0.5,0.77,0.6,0.16,0.7
9942,0.67,0.4,0.17,0.4,0.34,0.6
9943,0.61,0.6,0.37,0.6,0.33,0.6
9944,0.37,0.8,0.6,0.6,0.29,0.6
9945,0.43,0.5,0.21,0.8,0.19,0.6
9946,0.48,0.7,0.55,0.6,0.53,0.8
9947,0.45,0.6,0.75,0.5,0.13,0.5
9948,0.94,0.5,0.29,0.3,0.77,0.7
9949,0.29,0.7,0.42,0.5,0.55,0.6
9950,0.45,0.7,0.87,0.7,0.37,0.5
9951,0.33,0.4,0.74,0.6,0.87,0.6
9952,0.78,0.4,0.11,0.7,0.45,0.4
9953,0.53,0.7,0.53,0.6,0.67,0.5
9954,0.11,0.6,0.19,0.6,0.31,0.7
9955,0.88,0.7,0.74,0.7,0.16,0.5
9956,0.46,0.4,0.41,0.4,0.71,0.4
9957,0.29,0.5,0.78,0.4,0.41,0.6
9958,0.82,0.7,0.44,0.6,0.61,0.7
9959,0.88,0.4,0.33,0.4,0.63,0.7
9960,0.7,0.7,0.22,0.6,0.17,0.8
9961,0.82,0.7,0.17,0.4,0.43,0.4
9962,0.3,0.4,0.7,0.5,0.62,0.7
9963,0.31,0.7,0.55,0.4,0.82,0.3
9964,0.72,0.5,0.59,0.3,0.22,0.3
9965,0.82,0.7,0.29,0.6,0.47,0.7
9966,0.6,0.4,0.72,0.8,0.91,0.6
9967,0.63,0.7,0.63,0.8,0.14,0.8
9968,0.72,0.6,0.25,0.3,0.23,0.8
9969,0.56,0.5,0.5,0.6,0.28,0.5
9970,0.66,0.4,0.87,0.6,0.26,0.4
9971,0.54,0.7,0.4,0.6,0.94,0.4
9972,0.69,0.7,0.6,0.3,0.38,0.7
9973,0.7,0.5,0.32,0.5,0.51,0.8
9974,0.12,0.7,0.68,0.3,0.5,0.7
9975,0.46,0.4,0.28,0.4,0.2,0.7
9976,0.44,0.5,0.88,0.4,0.17,0.7
9977,0.5,0.5,0.92,0.3,0.44,0.4
9978,0.83,0.3,0.37,0.5,0.93,0.8
9979,0.19,0.4,0.41,0.5,0.34,0.4
9980,0.39,0.7,0.44,0.6,0.68,0.7
9981,0.89,0.4,0.81,0.6,0.29,0.4
9982,0.74,0.6,0.76,0.4,0.61,0.6
9983,0.54,0.4,0.33,0.6,0.1,0.7
9984,0.57,0.4,0.7,0.8,0.89,0.6
9985,0.62,0.5,0.61,0.4,0.22,0.4
9986,0.67,0.4,0.22,0.5,0.41,0.6
9987,0.59,0.4,0.63,0.4,0.45,0.5
9988,0.94,0.7,0.74,0.4,0.71,0.5
9989,0.2,0.5,0.82,0.8,0.88,0.6
9990,0.22,0.3,0.67,0.7,0.87,0.6
9991,0.84,0.7,0.83,0.4,0.9,0.3
9992,0.95,0.6,0.58,0.6,0.55,0.4
9993,0.25,0.6,0.3,0.5,0.7,0.3
9994,0.94,0.6,0.12,0.5,0.81,0.7
9995,0.33,0.8,0.31,0.3,0.97,0.5
9996,0.84,0.6,0.16,0.4,0.61,0.3
9997,0.23,0.7,0.29,0.5,0.67,0.5
9998,0.41,0.5,0.82,0.4,0.39,0.7
9999,0.19,0.7,0.88,0.6,0.15,0.3
10000,0.26,0.7,0.22,0.6,0.85,0.4
10001,0.84,0.3,0.55,0.6,0.93,0.6
10002,0.27,0.5,0.88,0.5,0.64,0.3
10003,0.64,0.5,0.58,0.3,0.84,0.6
10004,0.49,0.6,0.41,0.5,0.57,0.5
10005,0.76,0.5,0.71,0.7,0.25,0.7
10006,0.53,0.4,0.43,0.4,0.91,0.4
10007,0.28,0.4,0.47,0.5,0.13,0.5
10008,0.4,0.6,0.55,0.5,0.47,0.7
10009,0.36,0.5,0.5,0.6,0.65,0.4
10010,0.54,0.4,0.24,0.7,0.26,0.8
10011,0.75,0.5,0.94,0.3,0.58,0.4
10012,0.65,0.6,0.66,0.8,0.42,0.7
10013,0.79,0.7,0.4,0.6,0.16,0.6
10014,0.92,0.7,0.16,0.4,0.91,0.7
10015,0.68,0.5,0.83,0.6,0.2,0.5
10016,0.64,0.6,0.89,0.7,0.45,0.4
10017,0.29,0.7,0.5,0.5,0.84,0.8
10018,0.78,0.4,0.67,0.4,0.49,0.7
10019,0.54,0.4,0.86,0.3,0.81,0.4
10020,0.14,0.5,0.1,0.6,0.44,0.7
10021,0.15,0.6,0.49,0.4,0.27,0.6
10022,0.51,0.6,0.73,0.6,0.89,0.8
10023,0.4,0.4,0.17,0.8,0.44,0.6
10024,0.38,0.8,0.74,0.8,0.12,0.8
10025,0.29,0.5,0.16,0.4,0.97,0.8
10026,0.21,0.4,0.47,0.6,0.13,0.5
10027,0.5,0.4,0.47,0.3,0.75,0.7
10028,0.27,0.4,0.44,0.8,0.32,0.8
10029,0.66,0.4,0.51,0.4,0.61,0.4
10030,0.87,0.5,0.94,0.5,0.41,0.8
10031,0.26,0.4,0.65,0.7,0.68,0.5
10032,0.26,0.6,0.9,0.6,0.28,0.4
10033,0.14,0.4,0.43,0.7,0.93,0.4
10034,0.95,0.6,0.24,0.5,0.51,0.3
10035,0.27,0.3,0.14,0.6,0.86,0.8
10036,0.24,0.5,0.34,0.4,0.9,0.8
10037,0.53,0.4,0.83,0.6,0.58,0.7
10038,0.92,0.7,0.18,0.7,0.75,0.8
10039,0.66,0.7,0.81,0.5,0.48,0.5
10040,0.67,0.4,0.57,0.8,0.35,0.5
10041,0.38,0.5,0.43,0.6,0.76,0.7
10042,0.13,0.8,0.44,0.6,0.29,0.4
10043,0.45,0.7,0.91,0.7,0.18,0.5
10044,0.28,0.7,0.63,0.4,0.69,0.6
10045,0.88,0.6,0.67,0.4,0.71,0.3
10046,0.59,0.8,0.33,0.6,0.41,0.8
10047,0.78,0.5,0.47,0.4,0.64,0.7
10048,0.95,0.6,0.48,0.6,0.93,0.8
10049,0.73,0.7,0.68,0.5,0.42,0.6
10050,0.13,0.4,0.43,0.8,0.49,0.5
10051,0.74,0.7,0.77,0.4,0.69,0.8
10052,0.43,0.5,0.21,0.5,0.31,0.6
10053,0.39,0.3,0.64,0.6,0.85,0.7
10054,0.27,0.5,0.58,0.5,0.79,0.4
10055,0.49,0.6,0.29,0.4,0.71,0.5
10056,0.28,0.7,0.49,0.4,0.96,0.4
10057,0.23,0.7,0.84,0.8,0.11,0.7
10058,0.2,0.8,0.43,0.7,0.57,0.6
10059,0.71,0.5,0.74,0.4,0.5,0.6
10060,0.95,0.7,0.26,0.4,0.64,0.4
10061,0.79,0.7,0.3,0.5,0.21,0.7
10062,0.93,0.3,0.72,0.5,0.48,0.5
10063,0.77,0.4,0.46,0.7,0.91,0.7
10064,0.67,0.5,0.72,0.7,0.72,0.6
10065,0.33,0.6,0.55,0.6,0.53,0.7
10066,0.14,0.6,0.94,0.6,0.43,0.5
10067,0.32,0.5,0.73,0.6,0.72,0.6
10068,0.84,0.7,0.7,0.6,0.91,0.7
10069,0.87,0.7,0.21,0.8,0.23,0.4
10070,0.38,0.4,0.91,0.7,0.84,0.4
10071,0.11,0.7,0.66,0.4,0.76,0.7
10072,0.29,0.6,0.72,0.5,0.65,0.8
10073,0.22,0.3,0.52,0.6,0.64,0.5
10074,0.27,0.7,0.47,0.3,0.14,0.5
10075,0.93,0.7,0.54,0.6,0.9,0.7
10076,0.67,0.4,0.21,0.6,0.57,0.5
10077,0.8,0.5,0.74,0.7,0.43,0.8
10078,0.84,0.7,0.71,0.3,0.93,0.4
10079,0.3,0.6,0.3,0.6,0.33,0.7
10080,0.44,0.6,0.31,0.8,0.43,0.4
10081,0.28,0.6,0.13,0.6,0.63,0.8
10082,0.1,0.5,0.21,0.5,0.62,0.3
10083,0.7,0.6,0.89,0.4,0.72,0.7
10084,0.54,0.5,0.59,0.5,0.17,0.5
10085,0.19,0.3,0.59,0.5,0.72,0.8
10086,0.34,0.6,0.52,0.5,0.6,0.5
10087,0.79,0.3,0.15,0.6,0.45,0.3
10088,0.82,0.6,0.64,0.7,0.44,0.4
10089,0.47,0.4,0.34,0.8,0.29,0.4
10090,0.89,0.5,0.27,0.6,0.62,0.3
10091,0.35,0.8,0.5,0.6,0.8,0.5
10092,0.96,0.5,0.72,0.4,0.84,0.6
10093,0.27,0.5,0.29,0.5,0.83,0.4
10094,0.34,0.4,0.25,0.8,0.55,0.8
10095,0.42,0.7,0.37,0.5,0.32,0.3
10096,0.25,0.6,0.46,0.3,0.4,0.5
10097,0.15,0.7,0.51,0.3,0.69,0.5
10098,0.73,0.5,0.93,0.8,0.5,0.4
10099,0.19,0.3,0.63,0.8,0.61,0.3
10100,0.32,0.4,0.67,0.5,0.75,0.6
10101,0.34,0.7,0.16,0.6,0.82,0.5
10102,0.5,0.3,0.24,0.6,0.84,0.7
10103,0.44,0.5,0.71,0.5,0.36,0.7
10104,0.68,0.5,0.31,0.3,0.37,0.4
10105,0.8,0.7,0.48,0.3,0.37,0.8
10106,0.42,0.7,0.91,0.7,0.43,0.4
10107,0.46,0.7,0.25,0.4,0.81,0.6
10108,0.43,0.7,0.89,0.4,0.69,0.4
10109,0.82,0.3,0.47,0.6,0.55,0.6
10110,0.77,0.4,0.3,0.4,0.83,0.7
10111,0.82,0.7,0.67,0.7,0.47,0.4
10112,0.38,0.7,0.81,0.8,0.38,0.5
10113,0.79,0.5,0.44,0.4,0.67,0.4
10114,0.92,0.5,0.5,0.7,0.72,0.7
10115,0.87,0.4,0.12,0.4,0.12,0.4
10116,0.48,0.8,0.3,0.4,0.42,0.5
10117,0.77,0.4,0.92,0.6,0.76,0.4
10118,0.16,0.8,0.41,0.8,0.44,0.4
10119,0.54,0.5,0.18,0.7,0.11,0.7
10120,0.25,0.6,0.87,0.6,0.58,0.4
10121,0.18,0.6,0.58,0.4,0.79,0.6
10122,0.29,0.7,0.12,0.8,0.89,0.5
10123,0.26,0.3,0.69,0.7,0.28,0.7
10124,0.66,0.7,0.7,0.6,0.78,0.5
10125,0.26,0.5,0.67,0.5,0.51,0.5
10126,0.11,0.5,0.79,0.6,0.24,0.3
10127,0.24,0.4,0.18,0.6,0.23,0.4
10128,0.15,0.4,0.56,0.7,0.14,0.7
10129,0.58,0.7,0.63,0.4,0.37,0.4
10130,0.87,0.8,0.16,0.5,0.29,0.3
10131,0.47,0.5,0.2,0.5,0.62,0.7
10132,0.79,0.6,0.53,0.7,0.81,0.4
10133,0.42,0.7,0.44,0.7,0.57,0.8
10134,0.48,0.4,0.74,0.4,0.88,0.8
10135,0.11,0.5,0.34,0.4,0.68,0.3
10136,0.59,0.7,0.94,0.4,0.53,0.3
10137,0.42,0.7,0.43,0.4,0.66,0.7
10138,0.25,0.7,0.85,0.4,0.68,0.4
10139,0.78,0.3,0.46,0.6,0.56,0.4
10140,0.67,0.8,0.94,0.5,0.43,0.8
10141,0.49,0.6,0.64,0.8,0.67,0.5
10142,0.36,0.8,0.22,0.5,0.2,0.7
10143,0.28,0.5,0.2,0.3,0.45,0.6
10144,0.76,0.6,0.31,0.4,0.36,0.5
10145,0.34,0.5,0.4,0.7,0.36,0.3
10146,0.73,0.8,0.3,0.4,0.66,0.5
10147,0.31,0.7,0.43,0.4,0.11,0.4
10148,0.18,0.3,0.75,0.7,0.74,0.4
10149,0.88,0.7,0.58,0.8,0.59,0.6
10150,0.37,0.6,0.66,0.5,0.91,0.6
10151,0.87,0.5,0.57,0.5,0.47,0.3
10152,0.55,0.6,0.38,0.8,0.11,0.4
10153,0.73,0.3,0.84,0.8,0.6,0.5
10154,0.39,0.6,0.72,0.4,0.4,0.3
10155,0.54,0.5,0.83,0.4,0.42,0.7
10156,0.62,0.8,0.3,0.5,0.4,0.8
10157,0.3,0.3,0.18,0.6,0.55,0.8
10158,0.23,0.3,0.57,0.6,0.18,0.7
10159,0.11,0.6,0.12,0.7,0.86,0.4
10160,0.94,0.3,0.28,0.7,0.58,0.3
10161,0.91,0.8,0.17,0.4,0.35,0.4
10162,0.57,0.3,0.32,0.7,0.19,0.7
10163,0.91,0.8,0.25,0.7,0.46,0.6
10164,0.43,0.6,0.67,0.6,0.34,0.8
10165,0.47,0.8,0.52,0.7,0.46,0.3
10166,0.75,0.4,0.56,0.4,0.73,0.8
10167,0.82,0.7,0.23,0.3,0.89,0.4
10168,0.25,0.4,0.89,0.6,0.7,0.5
10169,0.16,0.7,0.23,0.5,0.72,0.5
10170,0.31,0.5,0.38,0.5,0.76,0.7
10171,0.77,0.5,0.4,0.4,0.97,0.5
10172,0.58,0.5,0.87,0.3,0.32,0.4
10173,0.53,0.3,0.34,0.6,0.76,0.7
10174,0.88,0.5,0.64,0.3,0.89,0.5
10175,0.66,0.3,0.82,0.6,0.72,0.7
10176,0.88,0.4,0.57,0.8,0.54,0.6
10177,0.72,0.6,0.74,0.4,0.72,0.7
10178,0.75,0.4,0.43,0.4,0.11,0.6
10179,0.84,0.4,0.27,0.7,0.82,0.4
10180,0.67,0.7,0.32,0.8,0.53,0.6
10181,0.58,0.5,0.76,0.7,0.22,0.8
10182,0.39,0.4,0.76,0.5,0.43,0.6
10183,0.59,0.4,0.55,0.4,0.2,0.5
10184,0.47,0.5,0.67,0.7,0.75,0.4
10185,0.38,0.5,0.92,0.8,0.77,0.4
10186,0.83,0.3,0.77,0.4,0.18,0.8
10187,0.25,0.7,0.28,0.5,0.39,0.5
10188,0.74,0.8,0.66,0.6,0.3,0.5
10189,0.22,0.5,0.58,0.6,0.63,0.5
10190,0.72,0.4,0.27,0.7,0.11,0.5
10191,0.33,0.7,0.21,0.6,0.39,0.6
10192,0.77,0.5,0.9,0.7,0.55,0.5
10193,0.71,0.8,0.71,0.4,0.59,0.7
10194,0.15,0.7,0.57,0.6,0.27,0.6
10195,0.8,0.7,0.92,0.8,0.85,0.6
10196,0.8,0.8,0.16,0.8,0.28,0.4
10197,0.78,0.8,0.5,0.7,0.38,0.5
10198,0.76,0.6,0.29,0.7,0.67,0.3
10199,0.96,0.5,0.8,0.6,0.87,0.7
10200,0.93,0.5,0.43,0.7,0.41,0.8
10201,0.8,0.6,0.55,0.4,0.65,0.4
10202,0.42,0.7,0.51,0.5,0.44,0.4
10203,0.84,0.5,0.75,0.5,0.37,0.5
